姓名,出生年,單位,量級,體重,蹲舉,S.Rk,臥舉,B.Rk,硬舉,D.Rk,總和,T.Rk,賽制,賽事,組別,日期,地點
陳浩維,1999,北興街超級蝦D,93kg,88.38,210.0,21,100.0,29,210.0,26,520.0,23,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
黃際綱,1994,個人(桃園市),93kg,90.48,190.0,26,130.0,18,200.0,29,520.0,24,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
李韋德,1990,台北市,93kg,91.98,180.0,30,120.0,24,220.0,23,520.0,25,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
何沅錡,1985,個人（台南市）,93kg,90.80,180.0,29,115.0,25,205.0,28,500.0,26,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
何旻憲,1999,個人（桃園市）,93kg,91.70,185.0,27,95.0,30,195.0,30,475.0,27,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
徐國隆,1988,個人（新北市）,93kg,90.46,170.0,31,105.0,28,180.0,31,455.0,28,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
唐子鈞,1998,個人（台中市）,93kg,92.44,257.5,2,160.0,2,0.0,-,-,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
簡鈺嶄,2001,白健身運動休閒會館,93kg,91.64,250.0,5,0.0,-,270.0,3,-,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
陳冠豪,1996,國立臺灣體育運動大學B,93kg,92.30,245.0,6,0.0,-,245.0,10,-,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
黃俊翰,1990,個人(桃園市),93kg,92.46,0.0,-,132.5,16,230.0,17,-,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
黃碁軒,1996,選拔-未參加盃賽,93kg,90.00,240.0,-,142.5,-,242.5,-,625.0,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
林明陽,1991,選拔-未參加盃賽,93kg,92.12,260.0,-,0.0,-,0.0,-,-,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
楊仲諺,1995,個人(新北市),105kg,103.62,252.5,2,150.0,3,300.0,1,702.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
林庭安,1994,宜蘭縣健力委員會,105kg,101.64,240.0,4,208.0,1,250.0,5,698.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
黃麟貴,2000,國立臺灣體育運動大學A,105kg,104.28,260.0,1,125.0,9,272.5,3,657.5,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
陳晟,1905*,個人（高雄市）,105kg,98.54,235.0,6,130.0,7,285.0,2,650.0,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
葉建明,1999,北興街超級蝦A,105kg,102.36,240.0,5,150.0,2,250.0,6,640.0,5,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
劉柏均,1905*,BK健力,105kg,94.00,230.0,7,130.0,6,240.0,7,600.0,6,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
蔡鎮宇,2000,蔡鎮宇（桃園市）,105kg,96.62,212.5,9,145.0,4,237.5,8,595.0,7,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
黃啟恩,1994,個人（桃園市）,105kg,100.68,210.0,10,135.0,5,235.0,9,580.0,8,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
梁朝民,1994,臺南市,105kg,103.46,230.0,8,115.0,10,230.0,11,575.0,9,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
孟顯哲,1996,北興街超級蝦C,105kg,98.94,190.0,12,127.5,8,230.0,10,547.5,10,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
胡禹康,1988,BK健力,105kg,103.44,210.0,11,100.0,11,227.5,12,537.5,11,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
曾均平,1995,北興街超級蝦A,105kg,101.32,250.0,3,0.0,-,265.0,4,-,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
巫翊俅,2000,新北市體育總會健力委員會,120kg,118.90,340.0,1,170.0,2,310.0,1,820.0,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
甯浩森,1992,新北市體育總會健力委員會,120kg,118.25,272.5,3,167.5,3,280.0,4,720.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
蔡文盛,1983,高雄市A,120kg,119.35,300.0,2,160.0,4,247.5,7,707.5,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
黃庭佳,1997,花蓮縣,120kg,112.55,250.0,4,150.0,5,280.0,3,680.0,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
劉子龍,1998,北興街超級蝦A,120kg,116.40,240.0,7,130.0,9,275.0,5,645.0,5,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
黃麟棋,2000,國立臺灣體育運動大學A,120kg,115.55,250.0,5,135.0,7,255.0,6,640.0,6,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
李宜興,1994,高雄市A,120kg,117.75,250.0,6,75.0,10,300.0,2,625.0,7,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
楊晉嘉,1998,個人（高雄市）,120kg,115.25,215.0,8,145.0,6,220.0,8,580.0,8,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
徐家偉,1996,個人(台中市),120kg,107.70,175.0,10,187.5,1,175.0,10,537.5,9,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
謝鎮陽,1993,臺南市,120kg,113.25,190.0,9,130.0,8,200.0,9,520.0,10,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
楊文碩,1994,選拔-未參加盃賽,120kg,119.90,295.0,-,210.0,-,295.0,-,800.0,-,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
田基森,1994,新北市體育總會健力委員會,120+kg,121.85,331.0,1,220.0,1,310.0,1,861.0,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
江忠翰,1983,高雄市A,120+kg,136.20,295.0,2,185.0,2,290.0,2,770.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
干聖平,1985,個人（高雄市）,120+kg,121.05,245.0,3,152.5,3,245.0,5,642.5,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
溫克紹,1991,高雄市B,120+kg,126.25,227.5,5,140.0,4,250.0,3,617.5,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
李冠穎,2002,雲林縣,120+kg,148.20,230.0,4,105.0,6,250.0,4,585.0,5,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
陳彥宇,1985,高雄市A,120+kg,123.00,190.0,6,130.0,5,205.0,6,525.0,6,經典,111年全國菁英暨水泉盃經典健力錦標賽,公開男子組,2022-7,高雄市苓雅運動中心2樓西館
潘柏沅,2003,高雄市中正高工,53kg,52.66,75.0,1,92.5,1,75.0,1,242.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
吳祥瑜,2003,個人(台中市),59kg,56.92,140.0,2,90.0,1,190.0,1,420.0,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
田君寶,2006,國立玉里高級中學,59kg,57.84,142.5,1,70.0,3,135.0,4,347.5,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
陳宇祺,2006,雲林縣斗南高中,59kg,56.68,125.0,5,82.5,2,135.0,3,342.5,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
徐承浤,2004,高雄市立鼓山高中,59kg,56.82,130.0,3,60.0,5,140.0,2,330.0,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
鍾瑞加,2006,大里高中,59kg,58.46,130.0,4,65.0,4,135.0,5,330.0,5,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
林明忠,2005,大里高中,66kg,64.62,140.0,3,85.0,1,157.5,2,382.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
宋承達,2005,高雄市立鼓山高中,66kg,64.40,155.0,1,60.0,2,162.5,1,377.5,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
林彥賢,2005,個人(新社高中),66kg,64.58,150.0,2,60.0,3,140.0,3,350.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
呂學煌,2002,個人,74kg,72.66,190.0,1,120.0,1,225.0,1,535.0,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
鍾立群,2005,個人（新北市）,74kg,72.92,180.0,2,115.0,2,205.0,2,500.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
沈易佐,2005,黎明中學,74kg,72.90,172.5,4,80.0,7,202.5,3,455.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
沈智鈺,2004,中正高工,74kg,73.52,170.0,6,82.5,6,197.5,5,450.0,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
楊帆順,2004,高雄市立鼓山高中,74kg,68.84,170.0,5,100.0,3,177.5,6,447.5,5,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
謝宗樺,2004,個人（台東縣）,74kg,73.90,160.0,7,87.5,4,200.0,4,447.5,6,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
陳冠佑,2004,個人(高雄市),74kg,71.40,177.5,3,85.0,5,177.5,7,440.0,7,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
王敬凱,2005,國立土庫商工,74kg,73.20,135.0,8,75.0,8,150.0,8,360.0,8,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
潘嘉佑,2003,大里高中,83kg,82.70,230.0,1,112.5,3,217.5,1,560.0,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
張元輔,2003,個人（新北市）,83kg,81.74,205.0,2,115.0,2,205.0,2,525.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
郭庭佑,2005,個人(嘉義市),83kg,79.76,170.0,5,140.0,1,195.0,4,505.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
王振豪,2004,個人（台南市）,83kg,79.08,177.5,4,97.5,4,197.5,3,472.5,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
葉競霆,2004,國立金門高中,83kg,81.28,170.0,6,85.0,5,180.0,6,435.0,5,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
顏誠佑,2005,高雄市立鼓山高中,83kg,78.40,180.0,3,0.0,-,180.0,5,-,6,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
何大新,2004,個人（台北科技大學）,93kg,91.60,217.5,2,120.0,1,242.5,1,580.0,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
袁皓哲,2004,個人(苗栗縣),93kg,92.10,220.0,1,100.0,2,240.5,2,560.5,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
劉宸睿,2004,高雄市立鼓山高中,93kg,88.24,210.0,3,70.0,3,180.0,3,460.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
馬靖捷,2003,個人(新社高中),105kg,102.10,240.0,1,120.0,1,260.5,1,620.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
胡廷偉,2006,北門農工,105kg,101.90,190.0,3,90.0,2,195.0,3,475.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
蔡禕祐,2006,國立金門高中,105kg,99.02,190.0,2,80.0,3,200.0,2,470.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
江紹楷,2003,大里高中,120kg,110.24,270.0,1,115.0,2,257.5,1,642.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
黃雍晉,2005,國立土庫商工,120kg,114.36,257.5,2,130.0,1,255.0,2,642.5,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,高中男子組,2022-7,高雄市苓雅運動中心2樓西館
洪俊熙,2007,花蓮縣立三民國中,53kg,52.55,117.5,1,87.5,1,157.5,1,362.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
魏連成,2009,大里高中,53kg,42.80,90.0,2,32.5,3,97.5,2,220.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
古愷恩,2009,臺東縣立卑南國中,53kg,46.75,75.0,3,37.5,2,90.0,3,202.5,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
楊文傑,2009,個人(連江縣立東引國民中小學),53kg,46.85,35.0,4,20.0,4,45.0,4,100.0,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
林勇康,2007,臺東縣立卑南國中,59kg,58.45,162.5,1,77.5,1,175.0,1,415.0,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
龔祐詳,2007,台中市立大里高中,59kg,58.05,145.0,2,67.5,2,137.5,2,350.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
曾塏鋒,2008,台東縣立新生國中,59kg,58.70,100.0,4,57.5,3,122.5,3,280.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
沈煒軒,2009,雲林縣斗南高中,59kg,56.15,122.5,3,45.0,4,105.0,4,272.5,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
彭柏鈞,2007,桃園市內壢國民中學,66kg,61.35,166.0,1,87.5,1,165.0,1,418.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
施厚齊,2008,花蓮縣立三民國中,66kg,65.70,145.0,2,67.5,2,142.5,2,355.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
羅金峰,2007,高雄市立鼓山高中,66kg,64.85,132.5,3,60.0,3,140.0,3,332.5,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
余濰銘,2008,花蓮縣立三民國中,74kg,73.36,160.0,1,77.5,1,155.0,1,392.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
洪嘉軒,2008,花蓮縣立三民國中,74kg,70.80,140.0,3,65.0,4,145.0,4,350.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
馮柏源,2008,臺東縣立新生國中,74kg,70.44,120.0,6,75.0,2,150.0,2,345.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
林倢甫,2007,高雄市立鼓山高中,74kg,72.64,130.0,5,62.5,5,150.0,3,342.5,4,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
何晢睿,2007,個人(新社高中),74kg,71.30,142.5,2,70.0,3,120.0,6,332.5,5,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
杜紹潁,2008,高雄市立鼓山高中,74kg,72.02,135.0,4,55.0,6,130.0,5,320.0,6,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
顏邵權,2009,臺東縣立卑南國中,74kg,73.54,110.0,7,40.0,7,120.0,7,270.0,7,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
胡育菘,2007,大里高中,83kg,79.64,200.0,1,98.0,1,200.5,1,498.5,1,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
顏邵葵,2007,臺東縣立卑南國中,83kg,81.72,192.5,2,92.5,2,185.0,2,470.0,2,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
馬均維,2009,花蓮縣立三民國中,83kg,81.86,152.5,3,75.0,3,152.5,3,380.0,3,經典,111年全國菁英暨水泉盃經典健力錦標賽,國中男子組,2022-7,高雄市苓雅運動中心2樓西館
